promo_id,viewer_id,promo_type,promo_date,discount_code_used
264,3213,Free Trial,2023-02-02,false
265,1405,Referral,2024-02-02,false
266,3928,Free Trial,2023-10-20,false
267,9880,Bundle,2023-11-05,true
268,4159,Free Trial,2024-03-23,true
269,1352,Referral,2023-08-29,true
270,616,Free Trial,2024-01-23,true
271,780,Referral,2023-07-03,true
272,8522,Bundle,2023-04-13,false
273,8008,Free Trial,2024-03-26,true
274,198,Bundle,2023-04-25,true
275,9133,Cashback,2023-09-05,false
276,839,Cashback,2023-05-20,false
277,3118,Bundle,2024-01-16,true
278,9194,Referral,2024-02-15,false
279,1368,Discount,2023-01-22,false
280,6580,Bundle,2023-06-25,true
281,3274,Referral,2023-03-28,false
282,1155,Discount,2024-02-16,true
283,3422,Free Trial,2023-11-08,false
284,9148,Free Trial,2023-09-21,true
285,266,Cashback,2024-03-24,true
286,6064,Free Trial,2024-03-21,false
287,4457,Free Trial,2023-05-06,false
288,993,Discount,2023-09-16,false
289,4049,Cashback,2023-10-05,false
290,5944,Bundle,2024-01-23,true
291,2828,Referral,2024-03-20,true
292,3553,Free Trial,2023-02-14,true
293,298,Discount,2023-03-26,false
294,8855,Bundle,2024-02-25,true
295,7228,Cashback,2023-12-25,true
296,3813,Referral,2023-11-09,false
297,831,Bundle,2023-10-03,true
298,3697,Cashback,2023-07-11,true
299,2515,Discount,2023-06-10,false
300,7906,Free Trial,2023-08-02,false
301,4298,Bundle,2023-12-31,true
302,6944,Free Trial,2023-03-25,false
303,5445,Discount,2023-05-08,true
304,8641,Cashback,2023-08-17,true
305,3515,Bundle,2023-04-20,true
306,9922,Discount,2023-11-18,false
307,4669,Cashback,2024-02-29,true
308,7272,Cashback,2023-03-21,true
309,9724,Free Trial,2023-11-16,true
310,2565,Bundle,2023-09-28,true
311,5721,Referral,2024-03-16,true
312,8334,Discount,2023-12-26,false
313,5001,Cashback,2023-04-18,true
314,964,Free Trial,2023-12-08,true
315,691,Bundle,2023-03-08,true
316,4388,Cashback,2023-01-30,true
317,6250,Discount,2024-03-10,true
318,3034,Cashback,2023-08-08,true
319,4865,Cashback,2023-01-14,true
320,3975,Cashback,2023-08-14,true
321,4238,Discount,2024-03-01,false
322,7939,Free Trial,2024-02-16,true
323,5934,Free Trial,2023-06-29,true
324,4429,Discount,2023-09-02,false
325,2369,Free Trial,2023-09-20,true
326,7511,Cashback,2023-03-23,false
327,362,Cashback,2024-01-29,true
328,2013,Referral,2024-01-17,true
329,7173,Free Trial,2023-11-19,false
330,5083,Referral,2023-04-02,true
331,8112,Free Trial,2023-12-23,false
332,8762,Cashback,2023-03-30,true
333,8656,Bundle,2024-03-28,true
334,8954,Bundle,2023-11-28,false
335,7244,Discount,2023-07-19,false
336,7280,Referral,2023-04-30,true
337,2718,Free Trial,2023-06-02,true
338,8500,Discount,2023-09-23,true
339,1181,Discount,2024-01-15,false
340,9266,Discount,2023-09-14,true
341,3158,Referral,2023-05-23,true
342,2346,Cashback,2023-11-12,true
343,7997,Free Trial,2023-10-22,false
344,7029,Discount,2024-01-14,false
345,1565,Discount,2024-02-22,false
346,637,Referral,2023-04-12,false
347,5894,Referral,2023-10-24,true
348,129,Bundle,2023-03-14,false
349,6647,Cashback,2023-12-30,true
350,2833,Free Trial,2024-01-25,false
351,6067,Cashback,2023-09-14,true
352,7880,Bundle,2023-10-10,false
353,7388,Cashback,2023-09-05,true
354,8480,Discount,2023-05-09,false
355,3677,Cashback,2023-09-02,true
356,8349,Bundle,2024-01-19,true
357,3280,Free Trial,2023-01-05,false
358,6179,Bundle,2024-02-06,true
359,3198,Cashback,2023-03-26,false
360,1139,Discount,2023-06-02,false
361,2234,Discount,2023-08-03,true
362,4049,Discount,2023-10-30,true
363,7995,Bundle,2023-02-16,false
364,4081,Discount,2023-10-23,false
365,3346,Bundle,2023-07-31,true
366,5349,Discount,2023-07-25,true
367,2863,Free Trial,2024-02-10,true
368,7886,Cashback,2024-03-14,true
369,4762,Cashback,2023-11-20,true
370,1115,Bundle,2023-08-19,true
371,8076,Cashback,2024-01-16,false
372,7786,Referral,2023-08-29,false
373,5056,Referral,2023-11-08,true
374,6328,Bundle,2024-02-21,true
375,5495,Bundle,2023-10-24,true
376,3050,Free Trial,2024-02-05,true
377,3579,Free Trial,2023-10-18,true
378,807,Discount,2023-10-12,true
379,8416,Free Trial,2023-07-27,false
380,4413,Free Trial,2023-12-10,true
381,5971,Cashback,2023-01-09,true
382,9108,Discount,2023-04-06,true
383,3811,Cashback,2023-06-02,true
384,5065,Referral,2023-12-04,true
385,5301,Cashback,2023-05-30,false
386,6332,Bundle,2023-04-25,false
387,2782,Cashback,2023-08-05,false
388,5026,Referral,2023-06-16,true
389,3460,Free Trial,2023-03-17,true
390,8609,Free Trial,2024-02-14,false
391,4760,Discount,2024-03-19,false
392,8443,Free Trial,2023-10-05,false
393,5695,Referral,2023-07-18,false
394,718,Cashback,2023-11-23,false
395,9847,Bundle,2023-05-08,true
396,5476,Discount,2023-06-27,true
397,4517,Bundle,2023-11-27,true
398,626,Referral,2023-12-12,true
399,2134,Free Trial,2023-10-08,true
400,4323,Cashback,2024-01-09,true
401,6138,Referral,2023-03-03,true
402,5289,Referral,2024-02-01,false
403,7084,Referral,2023-09-20,true
404,9822,Bundle,2023-02-13,true
405,2782,Free Trial,2023-05-01,true
406,4736,Discount,2023-04-21,false
407,3717,Bundle,2024-02-12,false
408,4230,Cashback,2023-07-08,true
409,4372,Discount,2023-05-28,true
410,2361,Bundle,2024-02-02,false
411,7119,Referral,2023-10-16,true
412,8596,Free Trial,2023-09-23,false
413,4709,Bundle,2023-12-25,true
414,1019,Referral,2023-03-20,false
415,6889,Bundle,2023-09-27,false
416,5348,Discount,2024-01-07,false
417,2369,Discount,2023-09-12,true
418,9834,Discount,2023-04-12,false
419,8859,Free Trial,2023-12-16,false
420,4635,Free Trial,2024-03-08,true
421,7634,Discount,2023-05-21,true
422,5632,Cashback,2023-11-24,true
423,7807,Discount,2023-01-24,true
424,8335,Cashback,2023-10-06,false
425,9965,Cashback,2024-03-10,true
426,8848,Referral,2023-06-27,false
427,5159,Bundle,2024-02-24,true
428,9681,Cashback,2023-12-30,true
429,7252,Bundle,2023-02-24,true
430,4027,Cashback,2023-07-01,true
431,5090,Discount,2023-04-22,false
432,9191,Discount,2023-03-17,true
433,2175,Bundle,2023-03-02,true
434,1598,Referral,2024-01-18,false
435,390,Free Trial,2023-11-17,true
436,8412,Bundle,2023-06-11,false
437,645,Bundle,2023-09-29,true
438,388,Bundle,2024-02-06,true
439,7155,Cashback,2024-03-07,true
440,1588,Cashback,2024-03-08,false
441,5791,Free Trial,2024-01-20,true
442,5166,Bundle,2024-01-04,true
443,7125,Bundle,2024-02-20,true
444,8850,Bundle,2023-02-03,true
445,4211,Cashback,2023-04-01,true
446,5682,Referral,2023-02-15,false
447,3914,Bundle,2023-07-17,true
448,4211,Free Trial,2023-10-24,false
449,385,Bundle,2023-02-12,false
450,5809,Cashback,2023-09-05,false
451,841,Discount,2023-04-28,true
452,6449,Free Trial,2024-02-26,true
453,2259,Cashback,2023-03-03,false
454,5844,Discount,2023-11-05,false
455,5745,Cashback,2023-08-24,true
456,629,Bundle,2024-01-06,false
457,5807,Referral,2023-03-11,true
458,352,Bundle,2023-04-28,true
459,9232,Referral,2024-02-18,false
460,9093,Free Trial,2023-06-23,true
461,7514,Discount,2023-06-21,true
462,2515,Discount,2024-02-20,true
463,1194,Bundle,2023-01-04,true
464,3846,Referral,2023-09-17,false
465,6764,Cashback,2023-11-24,true
466,7569,Discount,2023-12-21,true
467,5557,Bundle,2023-12-20,false
468,959,Bundle,2023-08-13,false
469,6972,Bundle,2023-04-20,false
470,6199,Cashback,2024-01-09,false
471,9133,Referral,2023-06-12,true
472,5185,Referral,2023-09-22,true
473,3469,Referral,2024-01-01,true
474,9421,Bundle,2024-02-12,false
475,5740,Free Trial,2023-06-02,false
476,1167,Free Trial,2023-05-26,false
477,3587,Free Trial,2023-03-14,false
478,2578,Cashback,2023-11-25,false
479,9674,Discount,2023-06-21,false
480,7543,Free Trial,2023-01-29,true
481,4681,Bundle,2023-07-07,true
482,3571,Referral,2023-03-22,false
483,5452,Free Trial,2023-06-13,true
484,9589,Bundle,2023-02-16,true
485,6540,Free Trial,2023-06-18,true
486,3917,Bundle,2023-05-11,false
487,5724,Discount,2024-03-05,false
488,965,Bundle,2023-06-20,true
489,7572,Cashback,2023-08-16,true
490,3073,Cashback,2023-11-12,false
491,9752,Discount,2023-09-09,true
492,4933,Cashback,2023-02-05,true
493,9756,Free Trial,2023-02-10,true
494,5037,Free Trial,2024-02-11,true
495,1093,Discount,2024-03-10,true
496,1655,Discount,2024-02-20,true
497,1150,Referral,2023-03-12,false
498,189,Bundle,2024-01-09,true
499,918,Referral,2023-06-25,false
500,8643,Bundle,2023-03-27,false
501,3776,Free Trial,2023-06-23,true
502,1699,Bundle,2024-01-22,true
503,4530,Cashback,2024-02-12,true
504,7978,Discount,2023-02-13,false
505,8144,Cashback,2023-12-11,true
506,8302,Discount,2024-02-04,true
507,9099,Cashback,2023-01-02,true
508,415,Bundle,2024-02-14,false
509,8735,Bundle,2023-01-15,true
510,2764,Referral,2023-12-04,true
511,2402,Cashback,2024-03-15,true
512,4820,Cashback,2023-09-01,true
513,5842,Bundle,2023-07-24,true
514,3062,Bundle,2024-03-19,false
515,8038,Referral,2024-02-22,true
516,2811,Referral,2023-09-04,true
517,9544,Cashback,2023-10-24,false
518,7868,Bundle,2023-02-07,true
519,3665,Bundle,2024-02-08,true
520,8725,Referral,2023-10-13,true
521,9863,Discount,2024-03-02,true
522,673,Discount,2023-08-08,true
523,5199,Free Trial,2023-01-27,true
524,2612,Bundle,2023-09-04,true
525,7970,Bundle,2023-02-11,true
526,3264,Bundle,2023-06-06,false
527,3493,Referral,2023-01-13,true
528,5945,Free Trial,2024-02-18,true
529,6405,Referral,2024-02-03,true
530,2915,Bundle,2023-05-24,false
531,4093,Free Trial,2023-02-18,true
532,5476,Bundle,2023-03-09,false
533,4428,Bundle,2023-09-08,true
534,9527,Bundle,2023-01-05,true
535,6707,Discount,2023-06-05,true
536,7312,Bundle,2023-06-11,false
537,6764,Free Trial,2023-06-10,true
538,665,Discount,2023-12-20,false
539,2815,Free Trial,2024-03-13,true
540,3402,Bundle,2023-06-07,true
541,8046,Cashback,2023-06-07,true
542,3094,Discount,2023-01-28,true
543,533,Discount,2023-02-18,false
544,6608,Referral,2023-05-25,true
545,2540,Cashback,2023-02-23,false
546,8691,Bundle,2023-05-16,true
547,36,Free Trial,2023-05-16,true
548,9151,Cashback,2023-09-18,true
549,9302,Bundle,2023-12-17,true
550,4115,Referral,2023-09-25,false
551,8418,Free Trial,2024-01-31,false
552,7684,Discount,2023-07-08,false
553,1274,Discount,2023-02-15,false
554,2031,Bundle,2024-03-02,true
555,4443,Discount,2023-01-22,true
556,59,Discount,2023-11-25,true
557,6422,Referral,2023-10-13,false
558,9132,Referral,2023-06-07,false
559,180,Discount,2023-11-06,true
560,1049,Referral,2023-11-17,true
561,4803,Referral,2023-06-04,true
562,9788,Discount,2023-05-19,true
563,374,Discount,2024-02-08,false
564,2421,Referral,2023-06-09,true
565,9155,Discount,2024-01-19,true
566,955,Discount,2023-03-18,true
567,9963,Referral,2024-01-25,true
568,6839,Free Trial,2023-11-02,false
569,5856,Free Trial,2023-06-25,true
570,8647,Cashback,2023-09-09,true
571,5605,Cashback,2023-08-25,false
572,8353,Cashback,2023-01-01,true
573,6649,Discount,2023-12-24,false
574,6045,Free Trial,2023-02-16,true
575,6019,Cashback,2024-03-12,true
576,9193,Bundle,2023-01-22,true
577,6709,Cashback,2023-08-20,false
578,9725,Free Trial,2023-06-25,false
579,2569,Referral,2023-02-14,true
580,9400,Free Trial,2023-02-25,true
581,7267,Free Trial,2023-02-21,true
582,9248,Referral,2023-03-26,true
583,663,Bundle,2023-11-18,true
584,1718,Referral,2023-04-26,true
585,5346,Referral,2023-06-14,true
586,2589,Cashback,2023-07-13,true
587,432,Cashback,2023-12-10,true
588,7506,Free Trial,2023-12-11,false
589,1331,Bundle,2023-10-18,true
590,144,Bundle,2023-04-04,false
591,1087,Discount,2023-05-11,false
592,9752,Free Trial,2023-11-30,true
593,7200,Discount,2023-08-06,false
594,4588,Free Trial,2023-05-20,false
595,7993,Cashback,2024-01-06,false
596,9977,Discount,2023-08-06,true
597,7596,Free Trial,2024-02-26,true
598,3519,Discount,2023-05-30,true
599,3730,Discount,2024-01-16,true
600,3258,Cashback,2024-03-03,false
601,9360,Cashback,2023-02-20,true
602,9510,Discount,2023-02-18,true
603,7038,Free Trial,2023-03-19,true
604,8983,Cashback,2023-11-13,false
605,797,Referral,2023-12-30,false
606,10000,Referral,2024-01-19,true
607,9697,Bundle,2023-07-12,true
608,2808,Cashback,2023-02-18,false
609,2789,Cashback,2023-05-07,true
610,139,Referral,2024-01-03,true
611,2126,Free Trial,2023-11-08,true
612,7161,Bundle,2023-04-27,false
613,1991,Bundle,2023-02-18,true
614,8604,Referral,2024-01-28,true
615,8456,Bundle,2023-06-21,true
616,6307,Free Trial,2023-10-09,false
617,5719,Discount,2023-05-09,true
618,8934,Discount,2023-07-30,true
619,3781,Free Trial,2023-07-22,false
620,1647,Cashback,2024-01-11,true
621,6985,Cashback,2023-09-15,true
622,3210,Referral,2023-01-05,false
623,6306,Referral,2023-06-25,true
624,8933,Bundle,2023-09-05,true
625,2539,Free Trial,2023-06-09,true
626,1495,Free Trial,2024-02-10,false
627,8198,Bundle,2023-08-02,true
628,6963,Discount,2023-07-10,false
629,8542,Bundle,2023-10-13,true
630,2225,Cashback,2023-11-30,true
631,6048,Referral,2023-08-20,true
632,6305,Referral,2023-07-26,true
633,7595,Free Trial,2023-02-20,true
634,3749,Referral,2024-01-22,true
635,9503,Free Trial,2023-02-03,false
636,5097,Free Trial,2023-03-29,true
637,2755,Cashback,2023-10-05,true
638,5858,Referral,2023-06-13,true
639,3617,Referral,2023-01-24,true
640,4449,Referral,2024-02-07,false
641,7244,Referral,2023-06-29,true
642,8252,Discount,2023-05-08,false
643,5185,Bundle,2023-09-30,true
644,5245,Referral,2024-02-15,false
645,3365,Referral,2024-01-16,true
646,145,Discount,2023-08-04,true
647,9275,Referral,2023-01-30,true
648,6209,Cashback,2023-01-06,false
649,2620,Discount,2023-12-07,false
650,1349,Cashback,2024-02-13,false
651,1647,Free Trial,2023-02-15,true
652,2304,Cashback,2023-11-19,false
653,4171,Cashback,2023-01-19,true
654,9338,Bundle,2023-11-24,false
655,7066,Free Trial,2023-05-27,true
656,1482,Free Trial,2023-06-21,true
657,4155,Bundle,2023-01-10,true
658,3233,Discount,2023-04-22,true
659,5180,Discount,2023-05-12,false
660,5285,Bundle,2023-07-16,false
661,8093,Discount,2023-05-26,false
662,5171,Referral,2023-11-28,false
663,7992,Free Trial,2023-03-19,true
664,1466,Free Trial,2023-01-22,false
665,6092,Free Trial,2023-06-19,true
666,6583,Free Trial,2024-02-25,true
667,1219,Discount,2023-02-05,false
668,1291,Bundle,2023-06-18,true
669,9520,Discount,2023-11-09,false
670,676,Free Trial,2024-01-27,false
671,2545,Bundle,2023-02-27,false
672,6391,Cashback,2023-04-08,true
673,6216,Free Trial,2024-02-06,true
674,4652,Cashback,2024-02-19,false
675,2506,Free Trial,2023-04-01,false
676,1207,Referral,2023-05-27,true
677,9096,Cashback,2023-06-21,true
678,8913,Free Trial,2023-02-01,true
679,6649,Free Trial,2023-05-17,true
680,5221,Discount,2023-02-01,true
681,7319,Cashback,2023-10-03,true
682,7293,Referral,2024-02-12,true
683,1582,Discount,2024-01-10,true
684,2820,Bundle,2023-03-23,false
685,501,Discount,2023-09-22,false
686,9804,Cashback,2024-03-03,true
687,6412,Discount,2023-06-16,false
688,4914,Referral,2023-04-20,true
689,2762,Bundle,2023-05-28,false
690,8634,Bundle,2023-01-18,true
691,620,Discount,2023-09-21,true
692,7599,Free Trial,2023-09-23,true
693,4961,Cashback,2023-11-24,true
694,1314,Referral,2023-05-26,true
695,9141,Cashback,2023-02-28,true
696,1003,Bundle,2023-05-04,true
697,9254,Referral,2023-11-12,true
698,9105,Discount,2023-05-18,true
699,1640,Bundle,2023-06-12,false
700,256,Referral,2023-03-22,true
701,3737,Free Trial,2023-04-26,true
702,7971,Cashback,2023-04-03,true
703,3484,Cashback,2023-06-27,true
704,2500,Cashback,2023-06-22,true
705,653,Cashback,2023-01-20,true
706,7432,Cashback,2024-01-26,true
707,447,Discount,2024-03-17,true
708,3598,Referral,2023-07-12,false
709,4284,Free Trial,2023-06-17,false
710,3234,Free Trial,2024-02-11,true
711,3128,Cashback,2024-01-14,true
712,3876,Bundle,2024-01-29,true
713,9182,Discount,2023-05-27,true
714,572,Free Trial,2023-11-06,true
715,8352,Bundle,2023-09-16,true
716,5791,Cashback,2023-08-12,true
717,6694,Free Trial,2023-10-22,true
718,9183,Cashback,2023-07-30,true
719,3585,Referral,2024-03-21,true
720,4617,Bundle,2023-03-04,false
721,3667,Discount,2023-10-15,true
722,8923,Discount,2024-03-09,false
723,1431,Bundle,2023-12-05,false
724,9946,Discount,2023-07-21,true
725,1862,Referral,2023-07-07,true
726,5179,Cashback,2023-09-27,true
727,89,Discount,2023-03-22,false
728,5547,Discount,2023-07-03,false
729,6673,Referral,2023-10-20,false
730,6889,Discount,2023-08-02,true
731,6409,Bundle,2023-07-14,true
732,5398,Cashback,2024-03-02,true
733,4923,Discount,2024-02-17,true
734,7685,Referral,2023-07-27,false
735,9077,Free Trial,2023-12-22,true
736,742,Cashback,2023-01-10,true
737,9549,Referral,2024-02-22,false
738,8048,Discount,2023-03-11,false
739,3181,Referral,2023-12-21,true
740,537,Bundle,2024-01-26,true
741,7211,Free Trial,2024-03-20,true
742,961,Discount,2023-02-10,false
743,2404,Discount,2023-09-28,true
744,6966,Discount,2023-05-31,false
745,6564,Bundle,2024-02-09,false
746,8845,Discount,2023-10-17,true
