session_id,viewer_id,session_start,session_end,session_duration,is_successful
181,4727,2023-07-04 22:31:24,2023-07-04 17:14:24,13,true
182,3203,2023-01-13 18:04:14,2023-01-13 15:04:14,150,true
183,2162,2023-10-10 22:58:44,2023-10-10 19:53:44,145,false
184,4566,2023-11-05 02:07:58,2023-11-04 20:49:58,12,false
185,8566,2023-11-22 06:16:49,2023-11-22 02:00:49,74,true
186,4032,2023-07-03 04:59:23,2023-07-03 01:35:23,126,true
187,8316,2023-11-01 04:33:19,2023-11-01 01:35:19,152,false
188,1057,2023-12-22 01:14:58,2023-12-21 22:03:58,139,true
189,6456,2023-04-08 11:53:55,2023-04-08 07:05:55,42,true
190,481,2023-07-02 13:05:01,2023-07-02 08:05:01,30,true
191,7642,2023-08-25 17:29:37,2023-08-25 13:24:37,85,false
192,5329,2023-09-11 21:01:40,2023-09-11 18:22:40,171,true
193,5500,2023-10-22 14:45:41,2023-10-22 11:56:41,161,false
194,9797,2023-10-18 12:02:33,2023-10-18 08:46:33,134,true
195,5083,2023-05-07 13:42:06,2023-05-07 08:59:06,47,true
196,4271,2023-01-09 18:06:22,2023-01-09 12:49:22,13,true
197,874,2024-02-26 07:59:53,2024-02-26 03:21:53,52,true
198,8622,2023-10-04 07:50:45,2023-10-04 03:35:45,75,true
199,9347,2023-12-08 03:33:54,2023-12-08 00:40:54,157,true
200,457,2023-06-27 00:32:59,2023-06-26 21:20:59,138,true
201,2988,2023-11-28 06:17:17,2023-11-28 01:01:17,14,true
202,8216,2023-09-03 06:06:14,2023-09-03 01:27:14,51,true
203,6390,2023-12-14 23:28:35,2023-12-14 20:18:35,140,false
204,7590,2023-07-22 16:17:41,2023-07-22 13:43:41,176,false
205,4702,2024-01-18 07:17:29,2024-01-18 04:28:29,161,true
206,1101,2023-11-30 04:34:52,2023-11-30 01:51:52,167,true
207,8407,2024-01-20 11:46:47,2024-01-20 06:35:47,19,false
208,1343,2023-03-19 23:46:10,2023-03-19 18:36:10,20,true
209,5426,2023-06-11 06:21:50,2023-06-11 02:25:50,94,false
210,686,2023-08-23 07:11:52,2023-08-23 02:20:52,39,true
211,2385,2023-06-16 10:57:56,2023-06-16 08:11:56,164,true
212,2189,2023-08-31 15:30:50,2023-08-31 10:33:50,33,true
213,2309,2023-02-06 20:16:26,2023-02-06 16:01:26,75,true
214,7721,2023-11-23 04:18:28,2023-11-23 01:05:28,137,true
215,5451,2023-06-15 03:11:13,2023-06-15 00:16:13,155,true
216,8565,2023-02-17 04:16:11,2023-02-17 01:23:11,157,true
217,2172,2023-02-05 16:04:57,2023-02-05 10:52:57,18,true
218,1155,2023-12-04 22:04:45,2023-12-04 16:53:45,19,true
219,2263,2023-01-15 17:31:40,2023-01-15 12:35:40,34,false
220,785,2023-04-23 16:02:48,2023-04-23 12:04:48,92,true
221,7864,2023-05-04 23:17:34,2023-05-04 18:30:34,43,true
222,9891,2023-06-04 06:16:19,2023-06-04 01:14:19,28,true
223,8776,2023-08-13 09:49:03,2023-08-13 04:49:03,30,true
224,7099,2023-07-30 21:53:19,2023-07-30 17:55:19,92,true
225,4648,2023-11-09 17:40:59,2023-11-09 12:32:59,22,true
226,6357,2023-04-10 09:54:56,2023-04-10 04:35:56,11,true
227,3750,2023-11-01 21:30:56,2023-11-01 18:41:56,161,true
228,8694,2023-11-07 04:21:30,2023-11-06 22:55:30,4,true
229,3780,2023-06-03 22:04:34,2023-06-03 17:26:34,52,true
230,9974,2023-07-15 18:27:56,2023-07-15 15:16:56,139,true
231,8941,2024-01-14 07:12:20,2024-01-14 02:52:20,70,true
232,1263,2023-11-11 22:43:26,2023-11-11 20:13:26,180,true
233,5054,2024-02-24 19:19:06,2024-02-24 15:58:06,129,false
234,8982,2023-08-05 20:39:43,2023-08-05 17:29:43,140,true
235,5667,2023-08-06 13:43:45,2023-08-06 09:39:45,86,true
236,32,2024-01-09 12:38:54,2024-01-09 09:10:54,122,true
237,1900,2023-02-22 03:04:13,2023-02-21 23:31:13,117,true
238,4692,2023-05-05 19:30:05,2023-05-05 15:14:05,74,true
239,9250,2023-12-09 08:04:30,2023-12-09 02:51:30,17,true
240,8419,2023-01-31 06:41:38,2023-01-31 01:29:38,18,true
241,6799,2024-01-27 13:19:25,2024-01-27 08:53:25,64,true
242,1108,2024-02-13 11:54:31,2024-02-13 07:01:31,37,true
243,5129,2023-02-07 05:09:52,2023-02-07 01:49:52,130,true
244,2144,2023-04-03 22:53:09,2023-04-03 19:09:09,106,true
245,1741,2024-03-25 00:47:53,2024-03-24 19:19:53,2,true
246,4954,2023-05-28 00:37:04,2023-05-27 22:05:04,178,true
247,4707,2023-11-10 18:59:15,2023-11-10 13:35:15,6,true
248,2454,2024-02-29 16:01:56,2024-02-29 13:00:56,149,true
249,120,2023-12-03 08:45:58,2023-12-03 04:31:58,76,true
250,5962,2023-06-30 20:20:34,2023-06-30 15:54:34,64,true
251,3072,2023-02-05 04:45:56,2023-02-04 23:18:56,3,false
252,2764,2023-04-11 11:19:32,2023-04-11 06:41:32,52,false
253,6375,2023-05-21 18:14:04,2023-05-21 13:36:04,52,true
254,6932,2023-10-01 16:53:17,2023-10-01 13:01:17,98,true
255,5333,2023-03-01 14:35:10,2023-03-01 11:57:10,172,true
256,55,2023-11-22 13:43:02,2023-11-22 09:44:02,91,true
257,3960,2023-01-06 22:52:21,2023-01-06 18:40:21,78,true
258,7180,2023-11-03 07:08:35,2023-11-03 03:31:35,113,false
259,4808,2024-02-25 13:42:18,2024-02-25 09:50:18,98,false
260,5149,2023-08-09 07:09:00,2023-08-09 03:54:00,135,false
261,4960,2023-08-27 19:39:45,2023-08-27 14:48:45,39,true
262,7295,2023-05-27 07:18:31,2023-05-27 03:50:31,122,false
263,4336,2023-09-22 18:11:43,2023-09-22 14:18:43,97,true
264,5627,2023-06-26 09:06:24,2023-06-26 05:22:24,106,false
265,442,2023-11-10 21:54:35,2023-11-10 17:57:35,93,false
266,885,2023-08-18 13:32:12,2023-08-18 08:14:12,12,true
267,498,2023-01-29 19:46:54,2023-01-29 14:21:54,5,true
268,3067,2023-04-20 05:48:40,2023-04-20 01:40:40,82,true
269,6131,2024-03-28 06:31:07,2024-03-28 01:13:07,12,true
270,3967,2024-02-18 18:34:51,2024-02-18 14:41:51,97,true
271,5572,2023-11-26 09:43:35,2023-11-26 06:57:35,164,true
272,2996,2023-03-16 23:51:31,2023-03-16 18:38:31,17,true
273,9390,2023-09-02 04:36:38,2023-09-02 01:15:38,129,true
274,7026,2024-01-29 17:18:52,2024-01-29 12:33:52,45,true
275,9651,2023-09-18 01:10:16,2023-09-17 20:16:16,36,true
276,3038,2023-03-03 22:09:46,2023-03-03 18:59:46,140,true
277,10000,2023-05-11 07:32:14,2023-05-11 02:22:14,20,true
278,7422,2023-05-31 02:09:48,2023-05-30 21:00:48,21,true
279,8704,2023-01-23 06:06:30,2023-01-23 02:02:30,86,true
280,6646,2023-03-18 13:58:28,2023-03-18 09:21:28,53,true
281,7858,2023-03-17 04:02:05,2023-03-17 00:50:05,138,true
282,4781,2024-01-08 08:49:41,2024-01-08 03:57:41,38,true
283,2193,2024-03-20 10:47:23,2024-03-20 07:03:23,106,false
284,6557,2023-03-27 06:02:57,2023-03-27 02:12:57,100,true
285,7334,2023-12-28 01:57:33,2023-12-27 21:23:33,56,false
286,1585,2023-01-03 01:45:48,2023-01-02 20:54:48,39,true
287,1812,2023-05-21 12:09:00,2023-05-21 06:57:00,18,true
288,251,2024-01-27 13:02:30,2024-01-27 09:55:30,143,false
289,8796,2023-03-29 02:19:30,2023-03-28 22:46:30,117,false
290,1965,2023-10-21 09:57:53,2023-10-21 04:28:53,1,true
291,4665,2023-10-22 22:41:17,2023-10-22 18:01:17,50,true
292,1418,2023-10-18 10:02:56,2023-10-18 05:15:56,43,true
293,1644,2023-06-17 07:16:03,2023-06-17 02:17:03,31,true
294,6634,2023-09-15 21:20:05,2023-09-15 17:09:05,79,true
295,7745,2024-02-10 20:16:33,2024-02-10 15:57:33,71,true
296,1457,2024-01-12 15:55:18,2024-01-12 10:59:18,34,true
297,7921,2023-03-08 09:12:37,2023-03-08 04:55:37,73,false
298,9688,2024-01-30 12:39:09,2024-01-30 08:49:09,100,true
299,8180,2024-01-22 07:47:55,2024-01-22 04:47:55,150,true
300,1631,2023-03-20 10:05:08,2023-03-20 04:52:08,17,true
301,6191,2023-07-13 19:23:18,2023-07-13 15:23:18,90,false
302,5249,2023-05-01 07:44:39,2023-05-01 03:59:39,105,true
303,3999,2023-04-21 02:15:35,2023-04-20 22:28:35,103,true
304,1142,2023-07-24 08:06:24,2023-07-24 03:14:24,38,true
305,8701,2023-06-16 13:36:16,2023-06-16 09:59:16,113,true
306,5177,2023-08-30 17:47:42,2023-08-30 15:08:42,171,true
307,2094,2023-09-01 00:51:08,2023-08-31 22:08:08,167,true
308,4621,2023-01-04 18:02:03,2023-01-04 14:02:03,90,true
309,7440,2023-01-05 22:37:08,2023-01-05 20:01:08,174,true
310,3484,2023-06-06 12:42:29,2023-06-06 07:16:29,4,false
311,744,2023-01-04 04:12:00,2023-01-04 01:36:00,174,true
312,3935,2024-03-13 19:17:38,2024-03-13 16:05:38,138,false
313,1485,2023-07-17 17:31:39,2023-07-17 13:59:39,118,true
314,5622,2023-08-31 16:18:59,2023-08-31 11:18:59,30,true
315,3273,2023-03-08 03:46:02,2023-03-08 00:24:02,128,true
316,1179,2023-09-29 22:42:38,2023-09-29 18:44:38,92,true
317,3136,2024-03-24 06:03:15,2024-03-24 03:16:15,163,true
318,6506,2023-03-29 05:56:52,2023-03-29 01:34:52,68,false
319,154,2024-01-29 15:19:55,2024-01-29 12:48:55,179,false
320,7680,2023-01-12 21:48:31,2023-01-12 17:33:31,75,true
321,9212,2023-01-02 05:38:24,2023-01-02 00:49:24,41,true
322,5362,2023-10-25 19:04:03,2023-10-25 14:14:03,40,false
323,608,2023-11-28 16:35:16,2023-11-28 12:04:16,59,true
324,558,2023-07-12 06:04:05,2023-07-12 03:31:05,177,true
325,1048,2023-08-27 21:35:23,2023-08-27 17:10:23,65,true
326,5175,2023-04-28 18:04:09,2023-04-28 12:52:09,18,false
327,2035,2023-09-18 10:22:50,2023-09-18 05:30:50,38,true
328,3760,2023-05-12 15:42:03,2023-05-12 11:55:03,103,true
329,4011,2023-10-11 10:51:06,2023-10-11 07:14:06,113,false
330,7547,2024-01-15 14:13:47,2024-01-15 10:07:47,84,true
331,9009,2023-01-14 02:11:03,2023-01-13 22:16:03,95,true
332,7216,2023-11-25 01:03:51,2023-11-24 21:59:51,146,true
333,3527,2023-09-04 07:45:40,2023-09-04 03:38:40,83,true
334,1006,2023-05-16 16:22:07,2023-05-16 11:05:07,13,true
335,9233,2023-09-27 19:15:44,2023-09-27 15:52:44,127,true
336,2811,2023-01-29 07:17:45,2023-01-29 03:55:45,128,true
337,5558,2024-01-13 19:06:39,2024-01-13 14:46:39,70,true
338,250,2023-12-15 00:49:48,2023-12-14 22:15:48,176,true
339,7695,2024-02-07 09:51:59,2024-02-07 05:33:59,72,false
340,2955,2023-12-14 22:08:14,2023-12-14 18:16:14,98,true
341,8829,2024-03-24 02:31:21,2024-03-23 22:25:21,84,true
342,4409,2023-12-22 22:58:03,2023-12-22 19:20:03,112,true
343,4556,2023-09-08 22:01:53,2023-09-08 17:32:53,61,true
344,3975,2023-05-14 17:32:48,2023-05-14 14:33:48,151,true
345,4350,2023-03-20 07:54:55,2023-03-20 02:56:55,32,true
346,6224,2023-04-07 12:06:24,2023-04-07 06:49:24,13,true
347,4599,2023-10-11 05:11:27,2023-10-11 01:52:27,131,true
348,1605,2023-01-21 01:28:42,2023-01-20 21:56:42,118,true
349,6568,2023-01-05 17:26:38,2023-01-05 12:52:38,56,true
350,6693,2023-05-24 18:03:20,2023-05-24 15:07:20,154,true
351,9466,2023-10-27 21:42:20,2023-10-27 18:53:20,161,true
352,7295,2024-02-28 23:24:07,2024-02-28 20:35:07,161,true
353,262,2023-04-11 16:11:32,2023-04-11 13:34:32,173,true
354,4856,2023-11-14 05:56:15,2023-11-14 01:16:15,50,true
355,8155,2023-02-27 11:57:00,2023-02-27 08:21:00,114,true
356,1644,2023-01-15 23:46:36,2023-01-15 18:17:36,1,true
357,8325,2023-09-16 15:40:06,2023-09-16 11:17:06,67,true
358,961,2023-04-18 17:11:56,2023-04-18 12:14:56,33,true
359,7763,2024-03-11 08:20:09,2024-03-11 03:34:09,44,true
360,9619,2023-04-11 21:04:33,2023-04-11 18:12:33,158,true
361,6029,2023-12-23 11:32:54,2023-12-23 08:47:54,165,true
362,4231,2023-11-04 19:02:54,2023-11-04 14:53:54,81,false
363,5276,2023-04-14 11:03:21,2023-04-14 05:44:21,11,true
364,2054,2023-07-21 02:20:14,2023-07-20 23:15:14,145,true
365,2641,2023-07-23 04:54:20,2023-07-23 00:20:20,56,true
366,9457,2023-03-23 18:40:49,2023-03-23 15:21:49,131,false
367,4477,2023-07-19 21:04:05,2023-07-19 17:47:05,133,true
368,391,2024-02-15 14:09:51,2024-02-15 11:09:51,150,true
369,3235,2024-01-08 11:08:22,2024-01-08 08:37:22,179,true
370,9475,2023-12-23 23:14:39,2023-12-23 19:32:39,108,true
371,2514,2023-11-22 15:03:28,2023-11-22 09:53:28,20,true
372,9285,2023-01-31 06:43:30,2023-01-31 01:33:30,20,false
373,2901,2023-01-23 13:22:24,2023-01-23 10:38:24,166,true
374,317,2024-03-18 19:16:21,2024-03-18 15:24:21,98,false
375,9472,2023-01-07 09:18:03,2023-01-07 05:10:03,82,true
376,1218,2023-09-24 14:22:22,2023-09-24 10:01:22,69,true
377,6934,2023-01-05 15:06:29,2023-01-05 11:12:29,96,true
378,1912,2023-05-06 01:48:15,2023-05-05 20:30:15,12,true
379,6461,2023-07-29 16:14:21,2023-07-29 10:47:21,3,false
380,6084,2023-12-20 00:16:39,2023-12-19 20:00:39,74,true
381,9236,2023-11-29 05:26:10,2023-11-29 00:22:10,26,false
382,9745,2023-06-23 18:12:56,2023-06-23 13:07:56,25,true
383,7200,2023-01-28 16:48:42,2023-01-28 12:41:42,83,true
384,2866,2023-12-28 17:10:38,2023-12-28 13:51:38,131,false
385,2029,2024-03-21 20:09:32,2024-03-21 17:03:32,144,true
386,7999,2024-01-22 02:14:29,2024-01-21 21:09:29,25,true
387,1187,2023-09-03 22:06:00,2023-09-03 18:07:00,91,true
388,9173,2023-05-02 20:33:38,2023-05-02 15:30:38,27,true
389,8111,2023-06-24 00:31:51,2023-06-23 19:19:51,18,true
390,7876,2023-08-26 18:11:03,2023-08-26 14:18:03,97,true
391,7998,2023-07-06 00:16:43,2023-07-05 20:10:43,84,true
392,9079,2023-09-29 18:19:17,2023-09-29 14:03:17,74,true
393,1750,2024-03-29 19:57:54,2024-03-29 15:53:54,86,true
394,3984,2023-10-01 22:44:57,2023-10-01 19:27:57,133,true
395,5973,2023-10-11 14:49:16,2023-10-11 10:20:16,61,true
396,116,2023-11-14 07:24:58,2023-11-14 02:11:58,17,true
397,4144,2024-03-10 06:52:36,2024-03-10 02:26:36,64,true
398,6682,2024-01-28 02:31:51,2024-01-27 21:13:51,12,true
399,175,2024-01-02 05:12:05,2024-01-02 02:32:05,170,true
