viewer_id,login_date,device_type,session_score,login_channel
7042,2023-08-02,Web,44.0,Google
2409,2023-01-25,Web,17.4,Google
602,2024-03-20,Web,41.4,Apple
3841,2023-06-02,Mobile,20.0,Google
9029,2024-02-14,Mobile,76.8,Facebook
9029,2024-02-14,Mobile,76.8,Facebook
2822,2023-07-07,Web,34.199999999999996,Facebook
1533,2023-04-21,Mobile,54.0,Mobile OTP
1533,2023-04-21,Mobile,64.8,Mobile OTP
2583,2023-08-12,Mobile,3.0,Apple
3563,2023-04-01,Web,66.0,Apple
3563,2023-04-01,Web,79.2,Apple
6842,2023-06-15,Gaming Console,20.900000000000002,Google
6842,2023-06-15,Gaming Console,19.0,Google
9864,2023-11-26,Gaming Console,40.8,Facebook
8005,2023-10-03,Mobile,39.6,Apple
8005,2023-10-03,Mobile,39.6,Apple
4580,2023-01-03,Mobile,74.80000000000001,Email
4916,2023-12-17,Web,49.8,Apple
1523,2023-09-03,Mobile,36.6,Email
6480,2023-06-20,Smart TV,17.279999999999998,Facebook
6480,2023-06-20,Smart TV,17.279999999999998,Facebook
6480,2023-06-20,Smart TV,14.399999999999999,Facebook
3090,2023-08-27,Smart TV,5.0,Apple
9135,2024-03-30,Smart TV,17.6,Mobile OTP
7372,2023-04-07,Mobile,58.0,Google
7372,2023-04-07,Mobile,58.0,Google
2016,2024-02-04,Smart TV,37.8,Apple
5157,2023-11-14,Web,16.2,Email
8576,2023-02-28,Gaming Console,10.0,Email
8576,2023-02-28,Gaming Console,10.0,Email
8576,2023-02-28,Gaming Console,5.0,Email
8576,2023-02-28,Gaming Console,10.0,Email
3232,2023-01-08,Web,31.799999999999997,Facebook
1012,2023-05-13,Mobile,82.0,Mobile OTP
5806,2023-11-24,Mobile,64.0,Facebook
1062,2023-01-22,Smart TV,9.36,Apple
4342,2023-04-22,Smart TV,5.0,Mobile OTP
4342,2023-04-22,Smart TV,12.0,Mobile OTP
415,2024-01-19,Smart TV,46.0,Mobile OTP
415,2024-01-19,Smart TV,46.0,Mobile OTP
4951,2023-01-26,Gaming Console,50.4,Mobile OTP
5597,2023-11-16,Gaming Console,12.6,Mobile OTP
6506,2023-09-25,Gaming Console,30.0,Apple
6506,2023-09-25,Gaming Console,15.0,Apple
8131,2023-03-21,Mobile,59.4,Email
2084,2023-03-07,Mobile,92.39999999999999,Apple
1272,2023-04-07,Gaming Console,44.4,Google
493,2023-04-29,Web,54.0,Apple
493,2023-04-29,Web,27.0,Apple
2781,2024-01-18,Gaming Console,28.2,Email
1344,2023-06-04,Gaming Console,24.599999999999998,Email
1344,2023-06-04,Gaming Console,54.12,Email
1344,2023-06-04,Gaming Console,59.03999999999999,Email
7716,2023-07-10,Gaming Console,52.8,Google
7716,2023-07-10,Gaming Console,52.8,Google
9667,2023-09-30,Gaming Console,4.0,Facebook
6507,2023-11-02,Mobile,10.799999999999999,Mobile OTP
4957,2023-02-16,Mobile,18.0,Email
4957,2023-02-16,Mobile,43.199999999999996,Email
107,2023-10-12,Mobile,45.35999999999999,Google
2065,2023-09-03,Gaming Console,3.5999999999999996,Facebook
1376,2024-02-13,Mobile,62.4,Email
2286,2023-08-01,Web,26.0,Email
2286,2023-08-01,Web,52.0,Email
9996,2023-08-30,Smart TV,38.4,Apple
2871,2023-09-01,Mobile,12.9,Facebook
2871,2023-09-01,Mobile,25.8,Facebook
2871,2023-09-01,Mobile,28.380000000000003,Facebook
2871,2023-09-01,Mobile,28.380000000000003,Facebook
7525,2023-01-23,Mobile,80.30000000000001,Email
686,2023-09-06,Mobile,42.0,Email
686,2023-09-06,Mobile,50.4,Email
7293,2023-09-04,Mobile,69.6,Facebook
8990,2024-01-24,Web,18.5,Email
8990,2024-01-24,Web,44.4,Email
7763,2023-04-05,Mobile,55.43999999999999,Email
7763,2023-04-05,Mobile,46.199999999999996,Email
7763,2023-04-05,Mobile,46.199999999999996,Email
1919,2023-05-23,Gaming Console,50.4,Google
2427,2023-01-26,Mobile,28.08,Email
2427,2023-01-26,Mobile,25.740000000000002,Email
5721,2023-01-16,Mobile,36.72,Facebook
5721,2023-01-16,Mobile,30.599999999999998,Facebook
9262,2024-02-14,Web,45.0,Email
2297,2023-05-15,Smart TV,49.199999999999996,Google
5257,2023-11-22,Mobile,23.0,Google
1131,2023-10-16,Gaming Console,6.6,Apple
1131,2023-10-16,Gaming Console,6.6,Apple
1131,2023-10-16,Gaming Console,6.6,Apple
6896,2023-01-04,Gaming Console,40.199999999999996,Email
1406,2024-02-04,Mobile,0.0,Apple
462,2023-07-31,Mobile,71.0,Facebook
6584,2023-09-25,Gaming Console,71.0,Mobile OTP
6584,2023-09-25,Gaming Console,71.0,Mobile OTP
6584,2023-09-25,Gaming Console,35.5,Mobile OTP
9535,2023-11-14,Mobile,30.0,Email
5020,2023-09-18,Smart TV,74.0,Email
4287,2023-12-06,Mobile,43.0,Email
5598,2023-10-25,Web,54.0,Mobile OTP
140,2024-03-03,Smart TV,2.64,Google
9256,2023-04-19,Gaming Console,11.4,Apple
9256,2023-04-19,Gaming Console,11.4,Apple
5484,2023-06-27,Gaming Console,54.0,Email
708,2023-03-27,Web,55.0,Google
708,2023-03-27,Web,27.5,Google
6501,2023-05-15,Gaming Console,35.4,Apple
7462,2023-10-10,Mobile,98.39999999999999,Apple
7462,2023-10-10,Mobile,90.2,Apple
6687,2023-12-23,Gaming Console,30.36,Email
1405,2023-08-24,Gaming Console,78.0,Apple
1405,2023-08-24,Gaming Console,71.5,Apple
1405,2023-08-24,Gaming Console,65.0,Apple
1405,2023-08-24,Gaming Console,65.0,Apple
2943,2023-01-14,Smart TV,14.399999999999999,Email
7924,2024-02-08,Mobile,41.0,Apple
6529,2023-10-12,Gaming Console,36.300000000000004,Facebook
6529,2023-10-12,Gaming Console,16.5,Facebook
4057,2023-08-09,Web,59.75999999999999,Mobile OTP
4057,2023-08-09,Web,49.8,Mobile OTP
4446,2023-07-11,Smart TV,19.5,Email
569,2023-05-03,Smart TV,16.5,Google
5382,2023-08-29,Web,54.0,Mobile OTP
5382,2023-08-29,Web,64.8,Mobile OTP
6144,2023-07-02,Gaming Console,34.8,Apple
6144,2023-07-02,Gaming Console,38.28,Apple
878,2023-10-15,Mobile,82.0,Facebook
1677,2023-04-26,Gaming Console,89.0,Mobile OTP
3967,2024-02-17,Smart TV,65.0,Mobile OTP
2511,2023-11-27,Smart TV,91.2,Email
417,2023-09-24,Mobile,32.4,Facebook
5869,2023-09-26,Web,49.0,Mobile OTP
5569,2023-02-27,Mobile,115.19999999999999,Facebook
8437,2024-02-29,Gaming Console,3.3,Google
8195,2023-05-01,Gaming Console,43.0,Mobile OTP
8244,2023-11-01,Mobile,16.0,Facebook
4895,2023-11-28,Web,91.30000000000001,Google
9134,2023-02-23,Smart TV,25.0,Google
9134,2023-02-23,Smart TV,25.0,Google
9134,2023-02-23,Smart TV,60.0,Google
9449,2024-03-15,Web,25.2,Apple
9449,2024-03-15,Web,25.2,Apple
3027,2023-08-04,Web,72.0,Mobile OTP
7147,2024-01-03,Smart TV,5.3999999999999995,Mobile OTP
7147,2024-01-03,Smart TV,6.4799999999999995,Mobile OTP
7147,2024-01-03,Smart TV,5.9399999999999995,Mobile OTP
8822,2023-12-12,Mobile,28.0,Google
9908,2023-02-02,Smart TV,26.0,Facebook
909,2023-04-16,Web,39.0,Mobile OTP
3158,2023-06-06,Mobile,35.279999999999994,Google
3158,2023-06-06,Mobile,35.279999999999994,Google
1529,2024-02-09,Mobile,78.10000000000001,Facebook
1529,2024-02-09,Mobile,78.10000000000001,Facebook
1529,2024-02-09,Mobile,85.2,Facebook
169,2023-03-11,Gaming Console,47.4,Google
2901,2023-03-09,Mobile,1.98,Apple
2901,2023-03-09,Mobile,0.8999999999999999,Apple
2901,2023-03-09,Mobile,1.98,Apple
2901,2023-03-09,Mobile,1.7999999999999998,Apple
2901,2023-03-09,Mobile,1.7999999999999998,Apple
8655,2023-12-21,Mobile,4.0,Mobile OTP
5883,2023-03-30,Smart TV,24.0,Facebook
7862,2023-07-10,Smart TV,6.6,Email
7862,2023-07-10,Smart TV,14.52,Email
2854,2023-03-01,Mobile,16.56,Google
2854,2023-03-01,Mobile,13.799999999999999,Google
5644,2023-11-28,Mobile,75.0,Mobile OTP
5644,2023-11-28,Mobile,37.5,Mobile OTP
5644,2023-11-28,Mobile,82.5,Mobile OTP
4715,2023-09-28,Mobile,15.899999999999999,Mobile OTP
6796,2023-04-02,Smart TV,42.0,Mobile OTP
6796,2023-04-02,Smart TV,42.0,Mobile OTP
6623,2024-02-12,Mobile,43.0,Google
6623,2024-02-12,Mobile,51.6,Google
6623,2024-02-12,Mobile,43.0,Google
1818,2023-03-09,Gaming Console,25.3,Apple
1818,2023-03-09,Gaming Console,27.599999999999998,Apple
8057,2024-02-24,Gaming Console,37.0,Mobile OTP
4782,2023-05-26,Gaming Console,3.0,Mobile OTP
2738,2024-01-25,Mobile,25.2,Facebook
7870,2023-08-31,Gaming Console,13.200000000000001,Apple
5638,2023-01-08,Web,56.16,Facebook
5638,2023-01-08,Web,46.8,Facebook
5638,2023-01-08,Web,51.480000000000004,Facebook
6078,2023-03-17,Gaming Console,3.96,Google
9214,2023-06-19,Smart TV,0.6,Google
2467,2024-03-16,Gaming Console,90.0,Apple
2803,2024-02-07,Mobile,50.0,Facebook
2763,2023-01-09,Web,16.8,Google
1670,2023-03-22,Gaming Console,43.8,Google
9286,2023-06-06,Smart TV,36.0,Email
2287,2023-02-03,Web,55.199999999999996,Mobile OTP
5060,2023-03-23,Mobile,65.0,Mobile OTP
3563,2023-06-26,Gaming Console,89.0,Mobile OTP
3563,2023-06-26,Gaming Console,106.8,Mobile OTP
4246,2024-03-09,Smart TV,105.6,Google
4246,2024-03-09,Smart TV,88.0,Google
4246,2024-03-09,Smart TV,105.6,Google
840,2023-03-06,Mobile,15.0,Google
840,2023-03-06,Mobile,16.5,Google
840,2023-03-06,Mobile,15.0,Google
840,2023-03-06,Mobile,15.0,Google
840,2023-03-06,Mobile,18.0,Google
1739,2023-04-16,Web,21.0,Email
2718,2023-12-28,Mobile,1.7999999999999998,Facebook
2718,2023-12-28,Mobile,3.5999999999999996,Facebook
2718,2023-12-28,Mobile,1.7999999999999998,Facebook
2718,2023-12-28,Mobile,4.319999999999999,Facebook
9562,2023-11-02,Mobile,15.6,Mobile OTP
141,2023-10-27,Gaming Console,45.6,Email
8660,2024-03-22,Gaming Console,9.9,Google
3559,2023-12-02,Gaming Console,7.8,Apple
5775,2023-01-18,Gaming Console,35.2,Facebook
6508,2024-01-21,Mobile,33.6,Facebook
6508,2024-01-21,Mobile,16.8,Facebook
6508,2024-01-21,Mobile,33.6,Facebook
3652,2024-03-14,Gaming Console,18.0,Apple
3652,2024-03-14,Gaming Console,15.0,Apple
7642,2023-02-28,Smart TV,107.80000000000001,Google
6500,2024-02-10,Web,23.759999999999998,Email
1355,2023-06-22,Mobile,30.5,Mobile OTP
1780,2023-09-18,Mobile,82.0,Apple
1780,2023-09-18,Mobile,82.0,Apple
1780,2023-09-18,Mobile,82.0,Apple
1780,2023-09-18,Mobile,98.39999999999999,Apple
3471,2024-02-28,Mobile,19.8,Email
3471,2024-02-28,Mobile,23.76,Email
923,2023-02-14,Mobile,51.7,Google
923,2023-02-14,Mobile,47.0,Google
5042,2024-02-09,Mobile,13.0,Google
7777,2023-07-01,Mobile,38.0,Email
7835,2023-05-12,Mobile,80.0,Google
7835,2023-05-12,Mobile,88.0,Google
3365,2024-02-10,Gaming Console,6.4799999999999995,Email
3365,2024-02-10,Gaming Console,6.4799999999999995,Email
3555,2023-09-17,Mobile,68.0,Mobile OTP
3555,2023-09-17,Mobile,34.0,Mobile OTP
7009,2023-11-05,Web,7.0,Email
7009,2023-11-05,Web,3.5,Email
251,2024-03-23,Gaming Console,8.4,Facebook
5953,2023-03-06,Smart TV,10.0,Email
5953,2023-03-06,Smart TV,12.0,Email
5953,2023-03-06,Smart TV,10.0,Email
5953,2023-03-06,Smart TV,12.0,Email
2963,2024-03-23,Smart TV,26.0,Mobile OTP
1515,2023-01-09,Smart TV,55.8,Apple
3121,2023-07-11,Mobile,47.52,Facebook
3121,2023-07-11,Mobile,19.8,Facebook
3121,2023-07-11,Mobile,43.56,Facebook
188,2023-05-16,Mobile,12.0,Mobile OTP
188,2023-05-16,Mobile,12.0,Mobile OTP
5847,2023-08-16,Mobile,24.599999999999998,Facebook
984,2023-09-14,Gaming Console,2.4,Apple
984,2023-09-14,Gaming Console,2.4,Apple
3721,2023-04-22,Web,93.0,Facebook
4290,2023-06-17,Web,99.0,Email
4290,2023-06-17,Web,49.5,Email
4290,2023-06-17,Web,99.0,Email
8091,2023-09-08,Mobile,2.1,Apple
5890,2023-04-22,Mobile,2.88,Mobile OTP
5244,2023-12-26,Gaming Console,90.2,Mobile OTP
3785,2024-02-08,Mobile,48.0,Apple
1881,2023-07-02,Mobile,82.0,Apple
8788,2023-03-22,Web,55.8,Google
203,2023-08-23,Mobile,39.6,Google
203,2023-08-23,Mobile,39.6,Google
203,2023-08-23,Mobile,33.0,Google
314,2023-04-11,Web,1.0,Google
314,2023-04-11,Web,2.4,Google
314,2023-04-11,Web,2.0,Google
8120,2024-03-02,Smart TV,70.0,Email
5863,2023-02-22,Mobile,56.4,Apple
5863,2023-02-22,Mobile,51.7,Apple
652,2023-06-20,Smart TV,6.0,Facebook
652,2023-06-20,Smart TV,12.0,Facebook
652,2023-06-20,Smart TV,12.0,Facebook
1502,2023-11-26,Mobile,19.8,Facebook
1532,2024-03-05,Smart TV,85.0,Facebook
5798,2024-02-25,Mobile,12.6,Apple
7726,2023-06-15,Gaming Console,99.6,Facebook
514,2024-03-12,Mobile,32.0,Email
7268,2024-01-08,Mobile,109.2,Facebook
3539,2024-01-29,Gaming Console,38.4,Google
3539,2024-01-29,Gaming Console,32.0,Google
3539,2024-01-29,Gaming Console,32.0,Google
3539,2024-01-29,Gaming Console,16.0,Google
5130,2024-02-18,Web,27.0,Mobile OTP
5130,2024-02-18,Web,27.0,Mobile OTP
7284,2023-04-27,Smart TV,36.0,Apple
6274,2023-05-01,Smart TV,61.38,Email
6274,2023-05-01,Smart TV,61.38,Email
4809,2023-07-29,Mobile,0.3,Email
4809,2023-07-29,Mobile,0.66,Email
9396,2024-02-23,Gaming Console,110.39999999999999,Apple
9396,2024-02-23,Gaming Console,101.2,Apple
295,2023-01-27,Smart TV,67.67999999999999,Google
832,2024-02-25,Web,19.0,Facebook
3426,2024-01-09,Gaming Console,69.30000000000001,Facebook
3426,2024-01-09,Gaming Console,63.0,Facebook
7566,2023-05-19,Gaming Console,40.5,Email
6994,2023-06-10,Mobile,54.0,Apple
6994,2023-06-10,Mobile,54.0,Apple
6994,2023-06-10,Mobile,45.0,Apple
6994,2023-06-10,Mobile,49.50000000000001,Apple
6994,2023-06-10,Mobile,54.0,Apple
2101,2023-11-08,Web,5.0,Facebook
3050,2023-08-15,Gaming Console,6.8999999999999995,Mobile OTP
3050,2023-08-15,Gaming Console,6.8999999999999995,Mobile OTP
3050,2023-08-15,Gaming Console,13.799999999999999,Mobile OTP
3050,2023-08-15,Gaming Console,13.799999999999999,Mobile OTP
9585,2023-10-16,Mobile,11.22,Apple
9585,2023-10-16,Mobile,12.239999999999998,Apple
9585,2023-10-16,Mobile,10.2,Apple
1906,2023-12-05,Mobile,32.0,Mobile OTP
1906,2023-12-05,Mobile,35.2,Mobile OTP
813,2023-04-18,Mobile,45.54,Apple
813,2023-04-18,Mobile,49.68,Apple
8618,2024-01-30,Smart TV,8.7,Email
8618,2024-01-30,Smart TV,20.88,Email
8618,2024-01-30,Smart TV,20.88,Email
2076,2023-01-17,Mobile,11.22,Mobile OTP
8728,2023-06-17,Mobile,40.8,Mobile OTP
92,2023-08-28,Gaming Console,3.5999999999999996,Google
92,2023-08-28,Gaming Console,1.5,Google
92,2023-08-28,Gaming Console,3.3000000000000003,Google
92,2023-08-28,Gaming Console,1.5,Google
92,2023-08-28,Gaming Console,3.3000000000000003,Google
6159,2023-07-12,Gaming Console,40.7,Email
6159,2023-07-12,Gaming Console,44.4,Email
6159,2023-07-12,Gaming Console,40.7,Email
1099,2023-02-04,Web,56.1,Facebook
8726,2023-04-25,Smart TV,42.900000000000006,Apple
8726,2023-04-25,Smart TV,39.0,Apple
8726,2023-04-25,Smart TV,19.5,Apple
2049,2023-03-10,Web,3.0,Mobile OTP
2049,2023-03-10,Web,1.5,Mobile OTP
7150,2024-03-08,Web,60.0,Mobile OTP
7150,2024-03-08,Web,66.0,Mobile OTP
4937,2024-03-20,Web,13.200000000000001,Google
4937,2024-03-20,Web,12.0,Google
216,2024-03-25,Gaming Console,52.199999999999996,Mobile OTP
4775,2023-10-01,Mobile,61.199999999999996,Facebook
268,2024-03-06,Mobile,17.0,Google
9157,2023-04-15,Smart TV,46.199999999999996,Email
2033,2024-01-09,Mobile,96.0,Google
2033,2024-01-09,Mobile,80.0,Google
2425,2023-05-06,Web,42.6,Google
2425,2023-05-06,Web,42.6,Google
3702,2023-02-27,Mobile,18.0,Email
1853,2023-11-29,Web,29.4,Mobile OTP
1853,2023-11-29,Web,29.4,Mobile OTP
2399,2023-08-15,Mobile,26.4,Google
2399,2023-08-15,Mobile,24.200000000000003,Google
2399,2023-08-15,Mobile,22.0,Google
2776,2023-01-08,Web,82.8,Email
2776,2023-01-08,Web,75.9,Email
2967,2023-09-20,Web,90.0,Email
2967,2023-09-20,Web,90.0,Email
3144,2023-03-19,Mobile,19.8,Email
3144,2023-03-19,Mobile,19.8,Email
3144,2023-03-19,Mobile,9.9,Email
3144,2023-03-19,Mobile,21.78,Email
3144,2023-03-19,Mobile,9.9,Email
4943,2023-07-09,Mobile,86.9,Apple
2756,2023-01-10,Mobile,21.0,Email
4850,2023-03-19,Smart TV,40.5,Google
4850,2023-03-19,Smart TV,81.0,Google
7762,2024-02-20,Gaming Console,42.0,Google
4170,2023-08-23,Mobile,67.10000000000001,Apple
6742,2023-12-19,Smart TV,67.0,Facebook
8742,2023-09-16,Web,63.599999999999994,Apple
8742,2023-09-16,Web,58.300000000000004,Apple
8742,2023-09-16,Web,26.5,Apple
5274,2024-01-15,Mobile,44.0,Facebook
5274,2024-01-15,Mobile,40.0,Facebook
2138,2023-11-18,Mobile,75.0,Mobile OTP
3797,2023-05-17,Mobile,62.0,Google
6388,2023-05-15,Gaming Console,14.0,Mobile OTP
6388,2023-05-15,Gaming Console,28.0,Mobile OTP
6388,2023-05-15,Gaming Console,28.0,Mobile OTP
1549,2023-04-15,Mobile,80.0,Google
8951,2023-04-07,Mobile,60.0,Apple
8951,2023-04-07,Mobile,60.0,Apple
1979,2023-08-26,Smart TV,68.39999999999999,Facebook
6267,2023-10-27,Smart TV,55.199999999999996,Google
9917,2023-12-08,Smart TV,55.0,Facebook
5119,2024-02-11,Smart TV,91.0,Email
470,2024-01-22,Smart TV,77.0,Mobile OTP
3635,2023-12-20,Smart TV,92.0,Apple
2426,2023-09-09,Gaming Console,16.2,Mobile OTP
2426,2023-09-09,Gaming Console,16.2,Mobile OTP
2426,2023-09-09,Gaming Console,32.4,Mobile OTP
2283,2024-03-06,Smart TV,33.839999999999996,Email
2283,2024-03-06,Smart TV,28.2,Email
2283,2024-03-06,Smart TV,33.839999999999996,Email
2283,2024-03-06,Smart TV,31.020000000000003,Email
6726,2023-12-01,Smart TV,55.440000000000005,Apple
9551,2023-12-14,Gaming Console,12.540000000000001,Mobile OTP
8508,2023-05-04,Smart TV,67.0,Facebook
8508,2023-05-04,Smart TV,73.7,Facebook
3831,2023-09-12,Mobile,82.8,Mobile OTP
3831,2023-09-12,Mobile,69.0,Mobile OTP
3831,2023-09-12,Mobile,75.9,Mobile OTP
3831,2023-09-12,Mobile,69.0,Mobile OTP
3831,2023-09-12,Mobile,69.0,Mobile OTP
7215,2023-07-11,Mobile,67.0,Mobile OTP
3653,2024-03-10,Mobile,116.39999999999999,Email
3653,2024-03-10,Mobile,116.39999999999999,Email
3653,2024-03-10,Mobile,116.39999999999999,Email
3653,2024-03-10,Mobile,106.7,Email
1955,2023-07-15,Smart TV,20.16,Facebook
1955,2023-07-15,Smart TV,18.480000000000004,Facebook
